image_id,image_file,source_affordance_id,prompt_affordance_id,prompt,baseline_top1_score,unified_top1_score,score_gap_baseline_minus_unified
289741,000000289741.jpg,carry_in,talk_on,something to talk on .,0.252185,0.210293,0.041892
329041,000000329041.jpg,carry_in,talk_on,something to talk on .,0.234352,0.192769,0.041583
31620,000000031620.jpg,sit_on,talk_on,something to talk on .,0.204482,0.162958,0.041524
251140,000000251140.jpg,read,talk_on,something to talk on .,0.294720,0.253249,0.041471
78266,000000078266.jpg,eat_with,talk_on,something to talk on .,0.257360,0.215934,0.041426
88040,000000088040.jpg,cut_with,talk_on,something to talk on .,0.248221,0.206799,0.041422
100723,000000100723.jpg,carry_in,talk_on,something to talk on .,0.338204,0.296988,0.041216
379476,000000379476.jpg,drink_from,talk_on,something to talk on .,0.242981,0.201913,0.041069
568195,000000568195.jpg,eat_with,talk_on,something to talk on .,0.251450,0.210482,0.040968
556000,000000556000.jpg,read,talk_on,something to talk on .,0.292727,0.251994,0.040733
154705,000000154705.jpg,read,talk_on,something to talk on .,0.276292,0.235562,0.040730
153529,000000153529.jpg,carry_in,talk_on,something to talk on .,0.250060,0.209423,0.040637
579970,000000579970.jpg,sit_on,talk_on,something to talk on .,0.232002,0.191766,0.040237
323151,000000323151.jpg,drink_from,talk_on,something to talk on .,0.366487,0.326258,0.040229
139684,000000139684.jpg,read,talk_on,something to talk on .,0.248817,0.208775,0.040042
57597,000000057597.jpg,carry_in,talk_on,something to talk on .,0.252298,0.212300,0.039998
524850,000000524850.jpg,carry_in,talk_on,something to talk on .,0.248780,0.209034,0.039745
190923,000000190923.jpg,carry_in,talk_on,something to talk on .,0.244667,0.205005,0.039662
27620,000000027620.jpg,sit_on,talk_on,something to talk on .,0.294895,0.255298,0.039597
632,000000000632.jpg,read,talk_on,something to talk on .,0.220078,0.181000,0.039078
157756,000000157756.jpg,ride,talk_on,something to talk on .,0.244307,0.205256,0.039051
338905,000000338905.jpg,cut_with,talk_on,something to talk on .,0.195037,0.156313,0.038724
512476,000000512476.jpg,sit_on,talk_on,something to talk on .,0.279524,0.240822,0.038701
359219,000000359219.jpg,cut_with,talk_on,something to talk on .,0.289807,0.251225,0.038582
500257,000000500257.jpg,carry_in,talk_on,something to talk on .,0.228563,0.190145,0.038418
127182,000000127182.jpg,cut_with,talk_on,something to talk on .,0.240748,0.202658,0.038090
434459,000000434459.jpg,cut_with,talk_on,something to talk on .,0.292070,0.254304,0.037766
172617,000000172617.jpg,carry_in,talk_on,something to talk on .,0.299428,0.261961,0.037467
463527,000000463527.jpg,eat_with,talk_on,something to talk on .,0.245035,0.207846,0.037189
435003,000000435003.jpg,sit_on,talk_on,something to talk on .,0.216074,0.179050,0.037024
416451,000000416451.jpg,read,talk_on,something to talk on .,0.250761,0.213860,0.036901
136355,000000136355.jpg,drink_from,talk_on,something to talk on .,0.211788,0.175005,0.036784
13923,000000013923.jpg,sit_on,talk_on,something to talk on .,0.277652,0.241265,0.036387
483999,000000483999.jpg,cut_with,talk_on,something to talk on .,0.243183,0.207152,0.036031
252294,000000252294.jpg,sit_on,talk_on,something to talk on .,0.275920,0.239916,0.036004
482436,000000482436.jpg,drink_from,talk_on,something to talk on .,0.232322,0.196476,0.035846
82812,000000082812.jpg,carry_in,talk_on,something to talk on .,0.215440,0.179658,0.035782
484978,000000484978.jpg,eat_with,talk_on,something to talk on .,0.258073,0.222350,0.035723
288584,000000288584.jpg,carry_in,talk_on,something to talk on .,0.296895,0.261377,0.035518
340175,000000340175.jpg,read,talk_on,something to talk on .,0.249356,0.213871,0.035484
108253,000000108253.jpg,drink_from,talk_on,something to talk on .,0.315257,0.279933,0.035324
288685,000000288685.jpg,carry_in,talk_on,something to talk on .,0.221756,0.186522,0.035234
25986,000000025986.jpg,drink_from,talk_on,something to talk on .,0.258393,0.223193,0.035200
294783,000000294783.jpg,carry_in,talk_on,something to talk on .,0.226905,0.191750,0.035155
84241,000000084241.jpg,eat_with,talk_on,something to talk on .,0.238430,0.203802,0.034628
484351,000000484351.jpg,read,talk_on,something to talk on .,0.204535,0.170237,0.034298
411530,000000411530.jpg,carry_in,talk_on,something to talk on .,0.220942,0.187077,0.033865
485844,000000485844.jpg,eat_with,talk_on,something to talk on .,0.231143,0.197284,0.033859
193926,000000193926.jpg,carry_in,talk_on,something to talk on .,0.296333,0.262822,0.033511
124659,000000124659.jpg,read,talk_on,something to talk on .,0.223596,0.190255,0.033341
99039,000000099039.jpg,drink_from,talk_on,something to talk on .,0.245048,0.211755,0.033294
377239,000000377239.jpg,carry_in,talk_on,something to talk on .,0.226329,0.193426,0.032903
298396,000000298396.jpg,cut_with,talk_on,something to talk on .,0.237095,0.204320,0.032775
520077,000000520077.jpg,read,talk_on,something to talk on .,0.234030,0.201504,0.032526
97994,000000097994.jpg,read,talk_on,something to talk on .,0.252065,0.220097,0.031968
384527,000000384527.jpg,ride,talk_on,something to talk on .,0.273776,0.241910,0.031866
185472,000000185472.jpg,carry_in,talk_on,something to talk on .,0.234834,0.203297,0.031538
383842,000000383842.jpg,carry_in,talk_on,something to talk on .,0.284334,0.253229,0.031105
91406,000000091406.jpg,eat_with,talk_on,something to talk on .,0.295808,0.264749,0.031060
441553,000000441553.jpg,carry_in,talk_on,something to talk on .,0.186200,0.155252,0.030949
205514,000000205514.jpg,read,talk_on,something to talk on .,0.249265,0.218442,0.030823
142620,000000142620.jpg,drink_from,talk_on,something to talk on .,0.235901,0.205101,0.030800
507037,000000507037.jpg,ride,talk_on,something to talk on .,0.217365,0.186581,0.030784
356387,000000356387.jpg,ride,talk_on,something to talk on .,0.211915,0.181167,0.030748
470924,000000470924.jpg,cut_with,talk_on,something to talk on .,0.200478,0.169893,0.030585
318455,000000318455.jpg,cut_with,talk_on,something to talk on .,0.249617,0.219404,0.030213
207844,000000207844.jpg,read,talk_on,something to talk on .,0.201138,0.171198,0.029940
356428,000000356428.jpg,carry_in,talk_on,something to talk on .,0.213687,0.184181,0.029505
492077,000000492077.jpg,ride,talk_on,something to talk on .,0.188470,0.159041,0.029429
385719,000000385719.jpg,read,talk_on,something to talk on .,0.221056,0.192351,0.028705
67616,000000067616.jpg,ride,talk_on,something to talk on .,0.224709,0.196135,0.028574
248314,000000248314.jpg,eat_with,talk_on,something to talk on .,0.219606,0.191060,0.028546
123633,000000123633.jpg,cut_with,talk_on,something to talk on .,0.245180,0.216850,0.028330
511076,000000511076.jpg,carry_in,talk_on,something to talk on .,0.262896,0.234935,0.027961
371677,000000371677.jpg,drink_from,talk_on,something to talk on .,0.225305,0.197691,0.027614
69213,000000069213.jpg,ride,talk_on,something to talk on .,0.272782,0.245235,0.027548
345361,000000345361.jpg,eat_with,talk_on,something to talk on .,0.231213,0.203914,0.027298
59635,000000059635.jpg,ride,talk_on,something to talk on .,0.244633,0.217630,0.027003
237517,000000237517.jpg,cut_with,talk_on,something to talk on .,0.234996,0.208358,0.026639
268378,000000268378.jpg,sit_on,talk_on,something to talk on .,0.212249,0.185771,0.026479
224807,000000224807.jpg,sit_on,talk_on,something to talk on .,0.211626,0.185161,0.026465
287347,000000287347.jpg,cut_with,talk_on,something to talk on .,0.257652,0.231271,0.026381
457078,000000457078.jpg,read,talk_on,something to talk on .,0.208500,0.182369,0.026131
290768,000000290768.jpg,cut_with,talk_on,something to talk on .,0.198454,0.172821,0.025633
363840,000000363840.jpg,sit_on,talk_on,something to talk on .,0.290367,0.265490,0.024877
563653,000000563653.jpg,carry_in,talk_on,something to talk on .,0.191461,0.166838,0.024622
316666,000000316666.jpg,read,talk_on,something to talk on .,0.261950,0.237375,0.024576
387098,000000387098.jpg,read,talk_on,something to talk on .,0.254424,0.231079,0.023345
319607,000000319607.jpg,carry_in,talk_on,something to talk on .,0.253447,0.230214,0.023232
491008,000000491008.jpg,cut_with,talk_on,something to talk on .,0.219521,0.197333,0.022188
171190,000000171190.jpg,cut_with,talk_on,something to talk on .,0.169756,0.149510,0.020246
189820,000000189820.jpg,read,talk_on,something to talk on .,0.166790,0.146804,0.019986
479155,000000479155.jpg,carry_in,talk_on,something to talk on .,0.218996,0.199984,0.019012
524456,000000524456.jpg,carry_in,talk_on,something to talk on .,0.229017,0.210931,0.018087
145597,000000145597.jpg,carry_in,talk_on,something to talk on .,0.210765,0.192828,0.017936
405279,000000405279.jpg,sit_on,talk_on,something to talk on .,0.239910,0.222266,0.017644
181753,000000181753.jpg,read,talk_on,something to talk on .,0.223453,0.206195,0.017258
11511,000000011511.jpg,ride,talk_on,something to talk on .,0.277472,0.261839,0.015633
363666,000000363666.jpg,cut_with,talk_on,something to talk on .,0.183855,0.168585,0.015269
435081,000000435081.jpg,eat_with,talk_on,something to talk on .,0.171848,0.161100,0.010748
